frame,system,rom_label,pc,screen_ready,ram_script,ram_subscript,ppu_load_index,cur_save_slot,ram_004D,ram_next_script,ram_00E7,ram_map_location,ram_next_map_location,ram_0000_t41,ram_0000_t42,ram_041F,ram_0421,ram_0423,ram_0000,ram_0001,ram_0002,ram_0003,ram_0004,ram_0005,spr_index_1,spr_index_2,trace_last,PPU_REQ_INDEX,PPU_REQ_PTR,PPU_REQ_RES,SEQ_EVT_COUNT,PPU_EVT_COUNT,ppu_buf_00,ppu_buf_01,ppu_buf_02,ppu_buf_03,ppu_buf_04,ppu_buf_05,ppu_buf_06,ppu_buf_07,ppu_buf_08,ppu_buf_09,ppu_buf_0A,ppu_buf_0B,ppu_buf_0C,ppu_buf_0D,ppu_buf_0E,ppu_buf_0F,ppu_buf_10,ppu_buf_11,ppu_buf_12,ppu_buf_13,ppu_buf_14,ppu_buf_15,ppu_buf_16,ppu_buf_17,ppu_buf_18,ppu_buf_19,ppu_buf_1A,ppu_buf_1B,ppu_buf_1C,ppu_buf_1D,ppu_buf_1E,ppu_buf_1F,oam_00,oam_01,oam_02,oam_03,oam_04,oam_05,oam_06,oam_07,oam_08,oam_09,oam_0A,oam_0B,oam_0C,oam_0D,oam_0E,oam_0F
11,genesis,zelda_v348,000636,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,0000,0000,0000,00000000,0000,0000,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
12,genesis,zelda_v348,004B7C,00,00,00,00,00,00,00,00,00,00,00,03,00,00,00,00,03,FF,01,01,00,00,00,0403,0000,0302,00000000,0000,0002,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
13,genesis,zelda_v348,00090E,00,00,00,00,00,00,00,00,00,00,0D,81,00,00,00,0D,81,72,06,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
14,genesis,zelda_v348,007262,00,00,00,00,00,00,00,00,00,00,C2,81,00,00,00,C2,81,BD,05,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
15,genesis,zelda_v348,000B7C,00,00,00,00,00,00,00,00,00,00,76,82,00,00,00,76,82,09,05,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
16,genesis,zelda_v348,0008F0,00,00,00,00,00,00,00,00,00,00,2B,83,00,00,00,2B,83,54,04,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
17,genesis,zelda_v348,00724A,00,00,00,00,00,00,00,00,00,00,E0,83,00,00,00,E0,83,A0,03,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
18,genesis,zelda_v348,000916,00,00,00,00,00,00,00,00,00,00,94,84,00,00,00,94,84,EB,02,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
19,genesis,zelda_v348,007228,00,00,00,00,00,00,00,00,00,00,49,85,00,00,00,49,85,36,02,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
20,genesis,zelda_v348,007238,00,00,00,00,00,00,00,00,00,00,FE,85,00,00,00,FE,85,82,01,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
21,genesis,zelda_v348,000C8E,00,00,00,00,00,00,00,00,00,00,B2,86,00,00,00,B2,86,CD,00,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
22,genesis,zelda_v348,00720E,00,00,00,00,00,00,00,00,00,00,67,87,00,00,00,67,87,18,00,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
23,genesis,zelda_v348,0008DA,00,00,00,00,00,00,00,00,00,00,1A,88,00,00,00,1A,88,65,06,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
24,genesis,zelda_v348,00723A,00,00,00,00,00,00,00,00,00,00,CF,88,00,00,00,CF,88,B1,05,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
25,genesis,zelda_v348,000C9A,00,00,00,00,00,00,00,00,00,00,83,89,00,00,00,83,89,FC,04,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
26,genesis,zelda_v348,007216,00,00,00,00,00,00,00,00,00,00,38,8A,00,00,00,38,8A,47,04,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
27,genesis,zelda_v348,000B8C,00,00,00,00,00,00,00,00,00,00,EC,8A,00,00,00,EC,8A,93,03,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
28,genesis,zelda_v348,00090E,00,00,00,00,00,00,00,00,00,00,A1,8B,00,00,00,A1,8B,DE,02,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
29,genesis,zelda_v348,007254,00,00,00,00,00,00,00,00,00,00,56,8C,00,00,00,56,8C,2A,02,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
30,genesis,zelda_v348,000916,00,00,00,00,00,00,00,00,00,00,0A,8D,00,00,00,0A,8D,75,01,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
31,genesis,zelda_v348,0008E0,00,00,00,00,00,00,00,00,00,00,BF,8D,00,00,00,BF,8D,C0,00,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
32,genesis,zelda_v348,00723A,00,00,00,00,00,00,00,00,00,00,74,8E,00,00,00,74,8E,0C,00,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
33,genesis,zelda_v348,000C1C,00,00,00,00,00,00,00,00,00,00,10,8F,00,00,00,10,8F,4F,00,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
34,genesis,zelda_v348,000D8C,00,00,00,00,00,00,00,00,00,00,5F,8F,00,00,00,5F,8F,00,00,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
35,genesis,zelda_v348,000D90,00,00,00,00,00,00,00,00,00,00,5F,8F,00,00,00,5F,8F,00,00,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
36,genesis,zelda_v348,000D98,00,00,00,00,00,00,00,00,00,00,5F,8F,00,00,00,5F,8F,00,00,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
37,genesis,zelda_v348,000DA4,00,00,00,00,00,00,00,00,00,00,5F,8F,00,00,00,5F,8F,00,00,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
38,genesis,zelda_v348,000D6C,00,00,00,00,00,00,00,00,00,00,5F,8F,00,00,00,5F,8F,00,00,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
39,genesis,zelda_v348,000D6A,00,00,00,00,00,00,00,00,00,00,5F,8F,00,00,00,5F,8F,00,00,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
40,genesis,zelda_v348,000D70,00,00,00,00,00,00,00,00,00,00,5F,8F,00,00,00,5F,8F,00,00,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
41,genesis,zelda_v348,000D76,00,00,00,00,00,00,00,00,00,00,5F,8F,00,00,00,5F,8F,00,00,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
42,genesis,zelda_v348,000DD0,00,00,00,00,00,00,00,00,00,00,5F,8F,00,00,00,5F,8F,00,00,01,00,00,00,0403,0000,0302,00000000,0000,0004,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
43,genesis,zelda_v348,0007CA,00,00,00,00,00,00,00,00,00,00,00,03,00,00,00,00,03,FF,01,01,00,00,00,0203,0000,0302,00000000,0000,0006,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
44,genesis,zelda_v348,0012DA,00,00,00,00,00,00,00,00,00,00,20,24,00,00,00,20,24,00,01,01,00,00,00,0403,0000,0302,00000000,0000,0008,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
45,genesis,zelda_v348,000B8C,00,00,00,00,00,00,00,00,00,00,20,24,00,00,00,20,24,00,01,01,00,00,00,0403,0000,0302,00000000,0000,0008,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
46,genesis,zelda_v348,000904,00,00,00,00,00,00,00,00,00,00,20,24,00,00,00,20,24,00,01,01,00,00,00,0403,0000,0302,00000000,0000,0008,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
47,genesis,zelda_v348,000904,00,00,00,00,00,00,00,00,00,00,20,24,00,00,00,20,24,00,01,01,00,00,00,0403,0000,0302,00000000,0000,0008,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
48,genesis,zelda_v348,000C2E,00,00,00,00,00,00,00,00,00,00,20,24,00,00,00,20,24,00,01,01,00,00,00,0403,0000,0302,00000000,0000,0008,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
49,genesis,zelda_v348,000904,00,00,00,00,00,00,00,00,00,00,28,24,00,00,00,28,24,00,01,01,00,00,00,0403,0000,0302,00000000,0000,0008,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
50,genesis,zelda_v348,0008E2,00,00,00,00,00,00,00,00,00,00,28,24,00,00,00,28,24,00,01,01,00,00,00,0403,0000,0302,00000000,0000,0008,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
51,genesis,zelda_v348,000C18,00,00,00,00,00,00,00,00,00,00,28,24,00,00,00,28,24,00,01,01,00,00,00,0403,0000,0302,00000000,0000,0008,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
52,genesis,zelda_v348,0012DE,00,00,00,00,00,00,00,00,00,00,28,24,00,00,00,28,24,00,01,01,00,00,00,0403,0000,0302,00000000,0000,0008,3F,00,FF,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
53,genesis,zelda_v348,016A7A,00,00,00,00,00,00,00,00,00,00,00,06,00,00,00,00,06,FF,01,01,00,00,00,0203,0000,0302,00000000,0000,000A,23,23,3F,00,20,36,0F,00,10,36,17,27,0F,36,08,1A,28,36,30,3B,22,36,30,3B,16,36,17,27,0F,36,08,1A,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
54,genesis,zelda_v348,000E8C,00,00,00,00,00,00,00,00,00,00,02,03,00,00,00,02,03,FF,01,01,00,00,00,0403,0000,0302,00000000,0000,000D,23,23,3F,00,20,36,0F,00,10,36,17,27,0F,36,08,1A,28,36,30,3B,22,36,30,3B,16,36,17,27,0F,36,08,1A,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
55,genesis,zelda_v348,000E5A,00,00,00,00,00,00,00,00,00,00,02,03,00,00,00,02,03,FF,01,01,00,00,00,0403,0000,0302,00000000,0000,000D,23,23,3F,00,20,36,0F,00,10,36,17,27,0F,36,08,1A,28,36,30,3B,22,36,30,3B,16,36,17,27,0F,36,08,1A,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
56,genesis,zelda_v348,000ED8,00,00,00,00,00,00,00,00,00,00,02,03,00,00,00,02,03,FF,01,01,00,00,00,0403,0000,0302,00000000,0000,000D,23,23,3F,00,20,36,0F,00,10,36,17,27,0F,36,08,1A,28,36,30,3B,22,36,30,3B,16,36,17,27,0F,36,08,1A,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
57,genesis,zelda_v348,000BB2,00,00,00,00,00,00,00,00,00,00,02,03,00,00,00,02,03,FF,01,01,00,00,00,0403,0000,0302,00000000,0000,000D,23,23,3F,00,20,36,0F,00,10,36,17,27,0F,36,08,1A,28,36,30,3B,22,36,30,3B,16,36,17,27,0F,36,08,1A,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
58,genesis,zelda_v348,000936,00,00,00,00,00,00,00,00,00,00,02,03,00,00,00,02,03,FF,01,01,00,00,00,0403,0000,0302,00000000,0000,000E,23,23,3F,00,20,36,0F,00,10,36,17,27,0F,36,08,1A,28,36,30,3B,22,36,30,3B,16,36,17,27,0F,36,08,1A,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
59,genesis,zelda_v348,017638,00,00,00,00,00,00,00,00,00,00,02,03,00,00,00,02,03,FF,01,01,00,00,00,0403,0000,0302,00000000,0000,000E,23,23,3F,00,20,36,0F,00,10,36,17,27,0F,36,08,1A,28,36,30,3B,22,36,30,3B,16,36,17,27,0F,36,08,1A,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
60,genesis,zelda_v348,000900,00,00,00,00,00,00,00,00,00,00,10,03,00,00,00,10,03,FF,01,01,00,00,00,0403,0000,0302,00000000,0000,0015,23,23,3F,00,20,36,0F,00,10,36,17,27,0F,36,08,1A,28,36,30,3B,22,36,30,3B,16,36,17,27,0F,36,08,1A,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
61,genesis,zelda_v348,000B7C,00,00,00,00,00,00,00,00,00,00,E8,03,00,00,00,E8,03,FF,01,01,00,00,00,0403,0000,0302,00000000,0000,002D,23,23,3F,00,20,36,0F,00,10,36,17,27,0F,36,08,1A,28,36,30,3B,22,36,30,3B,16,36,17,27,0F,36,08,1A,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
62,genesis,zelda_v348,000916,00,00,00,00,00,00,00,00,00,00,C0,03,00,00,00,C0,03,FF,01,01,00,00,00,0403,0000,0302,00000000,0000,0045,23,23,3F,00,20,36,0F,00,10,36,17,27,0F,36,08,1A,28,36,30,3B,22,36,30,3B,16,36,17,27,0F,36,08,1A,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
63,genesis,zelda_v348,0008F0,00,00,00,00,00,00,00,00,00,00,7D,03,00,00,00,7D,03,FF,01,01,00,00,00,0403,0000,0302,00000000,0000,005A,23,23,3F,00,20,36,0F,00,10,36,17,27,0F,36,08,1A,28,36,30,3B,22,36,30,3B,16,36,17,27,0F,36,08,1A,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
64,genesis,zelda_v348,00087E,00,00,00,00,00,00,00,00,00,00,55,03,00,00,00,55,03,FF,01,01,00,00,00,0403,0000,0302,00000000,0000,0070,23,23,3F,00,20,36,0F,00,10,36,17,27,0F,36,08,1A,28,36,30,3B,22,36,30,3B,16,36,17,27,0F,36,08,1A,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
65,genesis,zelda_v348,0008EC,00,00,00,00,00,00,00,00,00,00,12,03,00,00,00,12,03,FF,01,01,00,00,00,0403,0000,0302,00000000,0000,0087,23,23,3F,00,20,36,0F,00,10,36,17,27,0F,36,08,1A,28,36,30,3B,22,36,30,3B,16,36,17,27,0F,36,08,1A,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
66,genesis,zelda_v348,01761A,00,00,00,00,00,00,00,00,00,00,EA,03,00,00,00,EA,03,FF,01,01,00,00,00,0403,0000,0302,00000000,0000,009F,23,23,3F,00,20,36,0F,00,10,36,17,27,0F,36,08,1A,28,36,30,3B,22,36,30,3B,16,36,17,27,0F,36,08,1A,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
67,genesis,zelda_v348,0008DA,00,00,00,00,00,00,00,00,00,00,8C,03,00,00,00,8C,03,FF,01,01,00,00,00,0403,0000,0302,00000000,0000,00B1,23,23,3F,00,20,36,0F,00,10,36,17,27,0F,36,08,1A,28,36,30,3B,22,36,30,3B,16,36,17,27,0F,36,08,1A,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
68,genesis,zelda_v348,0008DA,00,00,00,00,00,00,00,00,00,00,49,03,00,00,00,49,03,FF,01,01,00,00,00,0403,0000,0302,00000000,0000,00C6,23,23,3F,00,20,36,0F,00,10,36,17,27,0F,36,08,1A,28,36,30,3B,22,36,30,3B,16,36,17,27,0F,36,08,1A,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
69,genesis,zelda_v348,0008F0,00,00,00,00,00,00,00,00,00,00,21,03,00,00,00,21,03,FF,01,01,00,00,00,0403,0000,0302,00000000,0000,00DE,23,23,3F,00,20,36,0F,00,10,36,17,27,0F,36,08,1A,28,36,30,3B,22,36,30,3B,16,36,17,27,0F,36,08,1A,F8,00,00,00,F8,00,00,00,F8,00,00,00,F8,00,00,00
